date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2014-03-01,North,26.82941220375343,64.95548585362279,402.5217419622699,4.58347034501759,2014,3,Spring,2010,20.179809090276365,55.87397514611214,0.25917223412849416,False
2014-04-01,North,26.93704600588832,42.15151799024584,402.3449506461075,5.0717412229348025,2014,4,Spring,2010,20.2433191709806,55.53483468092005,0.2767557212101902,False
2014-05-01,North,25.65656400551013,32.52884762983974,403.2307180696478,7.273800650803839,2014,5,Spring,2010,20.272027021334537,55.29618570871762,0.06757107600200876,False
2014-06-01,North,19.62572760953565,22.489949698700723,404.9729431508624,5.720623897874056,2014,6,Summer,2010,20.044412542672518,54.02444583274606,-0.9176504042124017,False
2014-07-01,North,16.855312851082644,21.805656369897875,410.5972321261839,7.221170952337121,2014,7,Summer,2010,20.10039520586274,52.4100054925309,-1.3702364055426344,False
2014-08-01,North,15.320680918092403,44.46488475897991,407.4950252746492,4.097621235264418,2014,8,Summer,2010,20.26740329843043,53.87538003623277,-1.620939997106511,False
2014-09-01,North,11.798144925711812,61.442681595093006,405.8914228814873,5.704500523858438,2014,9,Autumn,2010,20.125168574701124,53.55282017393694,-2.1963955221209606,True
2014-10-01,North,15.279916996473188,73.95681887972604,405.7760472628589,6.450472701726358,2014,10,Autumn,2010,20.286446255195603,53.90204165936539,-1.6275993538789537,False
2014-11-01,North,16.00751084134628,79.92369666471437,406.093914975431,6.544459904443822,2014,11,Autumn,2010,20.395081212998818,55.248940291354735,-1.5087367222679806,False
2014-12-01,North,22.43480414522153,71.53654606981311,406.5565886630976,5.73700690498645,2014,12,Winter,2010,20.40398767144933,53.23061539498435,-0.45874846079849496,False
2015-01-01,North,25.067199602589227,76.72491087131979,406.85150004774965,7.3046270844330365,2015,1,Winter,2010,20.556580620667308,53.72656826967216,-0.0287098428136626,False
2015-02-01,North,27.899436510985566,56.72392184863008,407.6935001746247,6.825820919617629,2015,2,Winter,2010,20.809313051349182,54.05874318588193,0.4339756714328651,False
2015-03-01,North,27.352699942305023,44.71325666870917,403.204943541409,5.21938149908836,2015,3,Spring,2010,20.852920362895148,52.37189075380579,0.34465860558734807,False
2015-04-01,North,25.36363137972577,27.769102065925026,410.7050379003409,7.111871962539844,2015,4,Spring,2010,20.7218024773816,51.17335609344573,0.019716434252648605,False
2015-05-01,North,23.79079897118139,42.01245895418952,405.6643893121168,6.426045223327933,2015,5,Spring,2010,20.566322057854208,51.96365703714155,-0.2372277393133309,False
2015-06-01,North,21.651598604813493,51.39752406339273,410.4606820462763,6.869736384036652,2015,6,Summer,2010,20.73514464079403,54.37262156753255,-0.5866960407308555,False
2015-07-01,North,16.378240036798655,34.67213399104441,406.7277582805388,6.897151293508337,2015,7,Summer,2010,20.69538857293703,55.44482803596143,-1.4481729227017903,False
2015-08-01,North,12.797794623497646,29.96410682784228,407.8497353778837,7.51940160044122,2015,8,Summer,2010,20.485148048387465,54.23642987503329,-2.033088761618248,True
2015-09-01,North,12.411347008689605,39.1318828440491,407.2643297416062,6.468543285332304,2015,9,Autumn,2010,20.53624822196895,52.377196645779634,-2.096220384843949,True
2015-10-01,North,13.363907471977232,72.19781934142537,403.8175156661708,6.92333231657228,2015,10,Autumn,2010,20.376580761594287,52.23061335092124,-1.940606309446316,False
2015-11-01,North,15.96945144272816,79.88559524248043,409.1799033331165,6.747450786051433,2015,11,Autumn,2010,20.373409145042775,52.22743823240176,-1.5149542573793038,False
2015-12-01,North,19.309211637070543,76.37099082449052,404.6934868205008,7.909703720230858,2015,12,Winter,2010,20.112943102696857,52.63030862862487,-0.9693577155086801,False
2016-01-01,North,24.850031313963417,72.24039451730343,410.4072540453642,6.327686293957334,2016,1,Winter,2010,20.094845745311375,52.256598932456846,-0.06418732035199652,False
2016-02-01,North,25.20869195192741,90.45149127773388,405.6310039524262,6.97187449715892,2016,2,Winter,2010,19.87061703205653,55.06722971821549,-0.005595088457695018,False
2016-03-01,North,29.0424182126766,71.23396562299045,404.9576300999342,6.977425857055125,2016,3,Spring,2010,20.011426887920827,57.27728879773894,0.6206977195968114,False
2016-04-01,North,25.27703343133345,57.39116805444068,413.1942520351911,6.437488230804405,2016,4,Spring,2010,20.004210392221466,59.7457942967819,0.005569448113949482,False
2016-05-01,North,24.27575948859438,25.409805197154743,405.1423852663356,7.254341823753517,2016,5,Spring,2010,20.044623768672547,58.362239817029,-0.15800265552062548,False
2016-06-01,North,19.549646720471895,16.852432693071332,407.776806137335,6.038241813266421,2016,6,Summer,2010,19.869461111644082,55.48348220283555,-0.9300792816048403,False
2016-07-01,North,16.005454379291052,37.76501934242794,412.17765728497017,7.005979873219908,2016,7,Summer,2010,19.838395640185116,55.74122264878418,-1.5090726741089906,False
2016-08-01,North,16.04455876297154,28.903589813087933,413.9814309670943,7.258313306556232,2016,8,Summer,2010,20.108959318474607,55.65284623088798,-1.5026844260712426,False
2016-09-01,North,12.013030655907215,61.29413584886787,407.7126023305432,7.056893789936921,2016,9,Autumn,2010,20.075766289076075,57.49970064795622,-2.1612909324289924,True
2016-10-01,North,15.877656342340906,75.09138120907177,407.46921808831854,6.813514085213639,2016,10,Autumn,2010,20.285245361606382,57.74083080359342,-1.529950270990339,False
2016-11-01,North,17.029261922648658,91.5192119056658,408.5270518984272,7.2277399275823475,2016,11,Autumn,2010,20.373562901599758,58.71029885885886,-1.3418193916298404,False
2016-12-01,North,21.427352147364022,92.56702316794583,408.63502634873015,6.173136932509556,2016,12,Winter,2010,20.55007461079088,60.05996822081348,-0.623329836150787,False
2017-01-01,North,22.76066182092508,63.23851832894677,416.189357908017,6.347982885543299,2017,1,Winter,2010,20.375960486371017,59.30981187178375,-0.40551505161329965,False
2017-02-01,North,26.63673892845766,68.01110346808858,413.2976912074694,6.971807819067945,2017,2,Winter,2010,20.494964401081873,57.439779554313304,0.22769635963596688,False
2017-03-01,North,26.762027715920777,52.63645262911004,408.2302179783948,6.962888760292107,2017,3,Spring,2010,20.304931859685553,55.88998680482327,0.24816403551606092,False
2017-04-01,North,28.066431618655283,45.74698232879953,411.33743260313713,7.817436409440202,2017,4,Spring,2010,20.537381708629038,54.919637994353174,0.46125665807623406,False
2017-05-01,North,20.45999391295652,86.39085656314504,410.67071774176776,6.585380713774735,2017,5,Spring,2010,20.21940124399255,60.00139227485238,-0.7813613344412591,False
2017-06-01,North,25.34661338211896,17.30476110480021,413.6144170579076,6.993730179922799,2017,6,Summer,2010,20.702481799129806,60.03908630916311,0.016936306308262872,False
2017-07-01,North,16.721179980697713,45.658550062535234,412.3716686430053,7.114039820217373,2017,7,Summer,2010,20.762125599247028,60.696880535838716,-1.3921488860725753,False
2017-08-01,North,13.95570827117194,33.93243242781821,412.9561242859003,6.945450059272236,2017,8,Summer,2010,20.588054724930394,61.1159507537329,-1.8439273712207882,False
2017-09-01,North,14.15571343764489,66.9064627478634,414.7738853386033,6.380571422085069,2017,9,Autumn,2010,20.766611623408533,61.58364466198253,-1.8112537297513334,False
2017-10-01,North,14.313911700310804,78.89369438282131,411.3322302646685,6.635270702076903,2017,10,Autumn,2010,20.636299569906026,61.900504093128326,-1.7854098307831745,False
2017-11-01,North,16.26088543898259,53.33828838451518,403.4343888793688,7.764262803781784,2017,11,Autumn,2010,20.572268196267185,58.71876046636578,-1.4673444377253921,False
2017-12-01,North,18.90778433879202,88.12843613079377,409.53013484858366,6.991430976509292,2017,12,Winter,2010,20.36230421221952,58.348878213269764,-1.0349364795541494,False
2018-01-01,North,23.54656475039769,84.78704462377975,415.928878560785,7.933109855405798,2018,1,Winter,2010,20.427796123008903,60.14458873783919,-0.2771268154481344,False
2018-02-01,North,27.0742077189876,61.69318036196219,412.9054882852587,7.329169862013831,2018,2,Winter,2010,20.464251855553066,59.61809514566199,0.29916300556275854,False
2018-03-01,North,27.59031137073425,68.11783900207575,411.2281954426972,6.116708176773159,2018,3,Spring,2010,20.533275493454187,60.90821067674246,0.383475755956269,False
2018-04-01,North,26.648016172550932,43.59218018343261,415.7826409516436,8.524426581873511,2018,4,Spring,2010,20.415074206278828,60.72864383129522,0.2295386551964514,False
2018-05-01,North,20.73253684083275,32.60896361490343,414.5894053310035,7.687225024359638,2018,5,Spring,2010,20.43778611693518,56.24681941894176,-0.7368376350413848,False
2018-06-01,North,19.14467469166594,9.213691667901966,417.3379962111332,7.866891205808201,2018,6,Summer,2010,19.92095789273076,55.572563632533566,-0.9962371269630654,False
2018-07-01,North,18.49191148520334,31.099817457953375,404.6910154995877,8.266673504115163,2018,7,Summer,2010,20.068518851439563,54.359335915485076,-1.1028751271134032,False
2018-08-01,North,16.47329397209761,46.56230009400659,415.7397194302041,9.32050164143076,2018,8,Summer,2010,20.278317659850035,55.41182488766744,-1.4326445328257271,False
2018-09-01,North,15.725866166113564,72.99271575018999,416.664503127651,8.255400421235526,2018,9,Autumn,2010,20.409163720555757,55.91901263786133,-1.5547473194071273,False
2018-10-01,North,13.175089301879485,49.33643410623998,420.1405178248508,7.102754143994822,2018,10,Autumn,2010,20.314261854019815,53.45590761481288,-1.971452398582352,False
2018-11-01,North,17.506658758142674,77.60308059587834,411.8486170499904,8.549100154192011,2018,11,Autumn,2010,20.418076297283154,55.477973632426476,-1.263829941073855,False
2018-12-01,North,20.490029600699025,85.825799504883,414.7782721845411,9.070141903213996,2018,12,Winter,2010,20.549930069108736,55.286087246933924,-0.7764545847312718,False
2019-01-01,North,22.78167744079642,84.27771535510566,416.4156866771168,8.00121816024604,2019,1,Winter,2010,20.486189459975297,55.24364314121107,-0.402081856156184,False
2019-02-01,North,27.369740958944767,62.48643106208171,414.4784582956256,8.425454813128566,2019,2,Winter,2010,20.51081722997173,55.30974736622104,0.347442494012737,False
2019-03-01,North,30.98057411962576,65.75433063105038,411.25205903021134,8.10490057931305,2019,3,Spring,2010,20.793339125712688,55.11278833530226,0.9373225965053169,False
2019-04-01,North,33.13983168220692,47.73181351269959,415.85386004004056,7.227991234597445,2019,4,Spring,2010,21.334323751517356,55.457757779407835,1.29006752146968,False
2019-05-01,North,23.086284098830443,24.542836501209287,417.2471628926293,8.691810246014287,2019,5,Spring,2010,21.530469356350494,54.78558051993332,-0.35232009795101027,False
2019-06-01,North,22.95833640514933,36.451937270135936,418.3164150153789,6.605740856381219,2019,6,Summer,2010,21.848274499140775,57.05543432011948,-0.37322214335265136,False
2019-07-01,North,18.465792144764247,38.72931542452988,419.615917152489,8.738823226325573,2019,7,Summer,2010,21.84609788743752,57.69122581733419,-1.107142086712374,False
2019-08-01,North,14.355194746278666,31.58410482649353,420.0268488473477,8.658326038800407,2019,8,Summer,2010,21.669589618619273,56.443042878374776,-1.778665667787248,False
2019-09-01,North,13.249328396177804,43.1921793734966,419.65121249880144,8.080883049630629,2019,9,Autumn,2010,21.463211471124627,53.95966484698366,-1.959324404126527,False
2019-10-01,North,15.809787457556345,59.06621794416144,417.3500614282002,7.828435663108539,2019,10,Autumn,2010,21.682769650764367,54.770480166810444,-1.5410376026202568,False
2019-11-01,North,18.88238430888196,65.03886569523648,418.7377318422741,7.757802376785187,2019,11,Autumn,2010,21.797413446659306,53.72346225842363,-1.0390859297170127,False
2019-12-01,North,20.98218824897811,96.06557461764348,415.5387132775264,8.152834938923716,2019,12,Winter,2010,21.83842666734923,54.57677685115366,-0.6960535855793961,False
2020-01-01,North,25.46233991815442,88.07086913063237,415.8023727870603,8.022045878322805,2020,1,Winter,2020,22.06181520712906,54.892872999114225,0.03584185466786469,False
2020-02-01,North,28.1443094115346,77.7571586240098,419.0904171930621,8.46907238682878,2020,2,Winter,2020,22.126362578178217,56.165433629274894,0.47397908484072165,False
2020-03-01,North,30.25570835911754,62.34893503474338,416.9414691103297,7.559368770440113,2020,3,Spring,2020,22.065957098135865,55.88165066291598,0.8189056356337963,False
2020-04-01,North,27.197107198576663,44.31971733953483,417.3831074787268,8.604284617000033,2020,4,Spring,2020,21.570730057833345,55.597309315152245,0.31924035458173344,False
2020-05-01,North,23.77795151770355,-7.709555477688365,420.62117478118233,8.417937478744284,2020,5,Spring,2020,21.628369009406104,52.90960998357744,-0.23932655053972585,False
2020-06-01,North,19.573074620203283,18.075441606430964,419.8875561360538,8.42022083329805,2020,6,Summer,2020,21.3462638606606,51.37823534493537,-0.9262520064913785,False
2020-07-01,North,19.54176399654333,28.04005268361003,419.1465817641289,8.086951824596525,2020,7,Summer,2020,21.435928181642193,50.487463449858716,-0.9313670348163526,False
2020-08-01,North,15.044124176274243,-5.310263914919446,414.9929187903932,7.926351485684989,2020,8,Summer,2020,21.493338967475154,47.41293272140763,-1.6661194091560954,False
2020-09-01,North,15.599707743405029,51.23085774586103,420.9561596537506,9.5580498080009,2020,9,Autumn,2020,21.68920391307742,48.08282258577133,-1.5753570623683828,False
2020-10-01,North,13.752974999277669,75.10809833754774,416.6257750323172,7.963572625582385,2020,10,Autumn,2020,21.517802874887533,49.41964595188686,-1.8770466868695608,False
2020-11-01,North,16.347634714112687,77.60691718975923,421.1749956519079,10.090298614198597,2020,11,Autumn,2020,21.306573741990096,50.466983576430415,-1.4531727302474295,False
2020-12-01,North,23.025959478317205,85.09818128710042,425.6343459336706,9.443225134378617,2020,12,Winter,2020,21.476888011101682,49.5530341322185,-0.3621749684885524,False
2021-01-01,North,25.089960073018837,70.40855676037222,419.8978713042735,8.720813026766663,2021,1,Winter,2020,21.445856357340386,48.081174768030145,-0.02499160161215954,False
2021-02-01,North,28.420465187838747,62.10770929783144,419.8438329044816,8.28452521080419,2021,2,Winter,2020,21.468869338699065,46.77705399084863,0.5190929935651797,False
2021-03-01,North,29.227429894868603,16.372843104200697,424.7569681353052,9.082276751794998,2021,3,Spring,2020,21.383179466678317,42.945712996636736,0.650921965691073,False
2021-04-01,North,26.71364205000931,25.36809191303344,423.2077744428679,8.870513962091039,2021,4,Spring,2020,21.342890704297705,41.366410877761616,0.24025956020608966,False
2021-05-01,North,26.025744258028457,35.805529626202706,424.4736822408768,8.562300369115967,2021,5,Spring,2020,21.530206765991448,44.99266796975254,0.1278818340744409,False
2021-06-01,North,22.370920508405284,20.31855914461006,426.0832444405439,9.751033646000256,2021,6,Summer,2020,21.763360590008286,45.17959443126747,-0.4691847464300524,False
2021-07-01,North,15.8892395441531,31.928500867844814,424.0564336590695,9.489452608879985,2021,7,Summer,2020,21.458983552309096,45.5036317799537,-1.5280579929569558,False
2021-08-01,North,14.577136708559774,36.963515367580015,419.4121935516266,9.361519345915424,2021,8,Summer,2020,21.42006792999956,49.02644672016199,-1.742408343886663,False
2021-09-01,North,14.388129349412353,57.41238137655348,423.3032382264894,9.104067390979717,2021,9,Autumn,2020,21.319103063833502,49.54157368938636,-1.7732853397002015,False
2021-10-01,North,13.582471234103298,128.28307097207647,421.7321393374886,9.825010996975903,2021,10,Autumn,2020,21.30489441673564,53.97282140893042,-1.9049008617928518,False
